,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN
2173,30,Veracruz,Ver.,75,IGNACIO DE LA LLAVE
2174,30,Veracruz,Ver.,76,ILAMATLAN
2175,30,Veracruz,Ver.,77,ISLA
2176,30,Veracruz,Ver.,78,IXCATEPEC
2177,30,Veracruz,Ver.,79,IXHUACAN DE LOS REYES
2178,30,Veracruz,Ver.,80,IXHUATLAN DEL CAFE
2179,30,Veracruz,Ver.,81,IXHUATLANCILLO
2180,30,Veracruz,Ver.,82,IXHUATLAN DEL SURESTE
2181,30,Veracruz,Ver.,83,IXHUATLAN DE MADERO
2182,30,Veracruz,Ver.,84,IXMATLAHUACAN
2183,30,Veracruz,Ver.,85,IXTACZOQUITLAN
2184,30,Veracruz,Ver.,86,JALACINGO
2185,30,Veracruz,Ver.,87,XALAPA
2186,30,Veracruz,Ver.,88,JALCOMULCO
2187,30,Veracruz,Ver.,89,JALTIPAN
2188,30,Veracruz,Ver.,90,JAMAPA
2189,30,Veracruz,Ver.,91,JESUS CARRANZA
2190,30,Veracruz,Ver.,92,XICO
2191,30,Veracruz,Ver.,93,JILOTEPEC
2192,30,Veracruz,Ver.,94,JUAN RODRIGUEZ CLARA
2193,30,Veracruz,Ver.,95,JUCHIQUE DE FERRER
2194,30,Veracruz,Ver.,96,LANDERO Y COSS
2195,30,Veracruz,Ver.,97,LERDO DE TEJADA
2196,30,Veracruz,Ver.,98,MAGDALENA
2197,30,Veracruz,Ver.,99,MALTRATA
2198,30,Veracruz,Ver.,100,MANLIO FABIO ALTAMIRANO
2199,30,Veracruz,Ver.,101,MARIANO ESCOBEDO
2200,30,Veracruz,Ver.,102,MARTINEZ DE LA TORRE
2201,30,Veracruz,Ver.,103,MECATLAN
2202,30,Veracruz,Ver.,104,MECAYAPAN
2203,30,Veracruz,Ver.,105,MEDELLIN DE BRAVO
2204,30,Veracruz,Ver.,106,MIAHUATLAN
2205,30,Veracruz,Ver.,107,LAS MINAS
2206,30,Veracruz,Ver.,108,MINATITLAN
2207,30,Veracruz,Ver.,109,MISANTLA
2208,30,Veracruz,Ver.,110,MIXTLA DE ALTAMIRANO
2209,30,Veracruz,Ver.,111,MOLOACAN
2210,30,Veracruz,Ver.,112,NAOLINCO
2211,30,Veracruz,Ver.,113,NARANJAL
2212,30,Veracruz,Ver.,114,NAUTLA
2213,30,Veracruz,Ver.,115,NOGALES
2214,30,Veracruz,Ver.,116,OLUTA
2215,30,Veracruz,Ver.,117,OMEALCA
2216,30,Veracruz,Ver.,118,ORIZABA
2217,30,Veracruz,Ver.,119,OTATITLAN
2218,30,Veracruz,Ver.,120,OTEAPAN
2219,30,Veracruz,Ver.,121,OZULUAMA DE MASCAREÑAS
2220,30,Veracruz,Ver.,122,PAJAPAN
2221,30,Veracruz,Ver.,123,PANUCO
2222,30,Veracruz,Ver.,124,PAPANTLA
2223,30,Veracruz,Ver.,125,PASO DEL MACHO
2224,30,Veracruz,Ver.,126,PASO DE OVEJAS
2225,30,Veracruz,Ver.,127,LA PERLA
2226,30,Veracruz,Ver.,128,PEROTE
2227,30,Veracruz,Ver.,129,PLATON SANCHEZ
2228,30,Veracruz,Ver.,130,PLAYA VICENTE
2229,30,Veracruz,Ver.,131,POZA RICA DE HIDALGO
2230,30,Veracruz,Ver.,132,LAS VIGAS DE RAMIREZ
2231,30,Veracruz,Ver.,133,PUEBLO VIEJO
2232,30,Veracruz,Ver.,134,PUENTE NACIONAL
2233,30,Veracruz,Ver.,135,RAFAEL DELGADO
2234,30,Veracruz,Ver.,136,RAFAEL LUCIO
2235,30,Veracruz,Ver.,137,LOS REYES
2236,30,Veracruz,Ver.,138,RIO BLANCO
2237,30,Veracruz,Ver.,139,SALTABARRANCA
2238,30,Veracruz,Ver.,140,SAN ANDRES TENEJAPAN
2239,30,Veracruz,Ver.,141,SAN ANDRES TUXTLA
2240,30,Veracruz,Ver.,142,SAN JUAN EVANGELISTA
2241,30,Veracruz,Ver.,143,SANTIAGO TUXTLA
2242,30,Veracruz,Ver.,144,SAYULA DE ALEMAN
2243,30,Veracruz,Ver.,145,SOCONUSCO
2244,30,Veracruz,Ver.,146,SOCHIAPA
2245,30,Veracruz,Ver.,147,SOLEDAD ATZOMPA
2246,30,Veracruz,Ver.,148,SOLEDAD DE DOBLADO
2247,30,Veracruz,Ver.,149,SOTEAPAN
2248,30,Veracruz,Ver.,150,TAMALIN
2249,30,Veracruz,Ver.,151,TAMIAHUA
2250,30,Veracruz,Ver.,152,TAMPICO ALTO
2251,30,Veracruz,Ver.,153,TANCOCO
2252,30,Veracruz,Ver.,154,TANTIMA
2253,30,Veracruz,Ver.,155,TANTOYUCA
2254,30,Veracruz,Ver.,156,TATATILA
2255,30,Veracruz,Ver.,157,CASTILLO DE TEAYO
2256,30,Veracruz,Ver.,158,TECOLUTLA
2257,30,Veracruz,Ver.,159,TEHUIPANGO
2258,30,Veracruz,Ver.,160,ALAMO TEMAPACHE
2259,30,Veracruz,Ver.,161,TEMPOAL
2260,30,Veracruz,Ver.,162,TENAMPA
2261,30,Veracruz,Ver.,163,TENOCHTITLAN
2262,30,Veracruz,Ver.,164,TEOCELO
2263,30,Veracruz,Ver.,165,TEPATLAXCO
2264,30,Veracruz,Ver.,166,TEPETLAN
2265,30,Veracruz,Ver.,167,TEPETZINTLA
2266,30,Veracruz,Ver.,168,TEQUILA
2267,30,Veracruz,Ver.,169,JOSE AZUETA
2268,30,Veracruz,Ver.,170,TEXCATEPEC
2269,30,Veracruz,Ver.,171,TEXHUACAN
2270,30,Veracruz,Ver.,172,TEXISTEPEC
2271,30,Veracruz,Ver.,173,TEZONAPA
2272,30,Veracruz,Ver.,174,TIERRA BLANCA
2273,30,Veracruz,Ver.,175,TIHUATLAN
2274,30,Veracruz,Ver.,176,TLACOJALPAN
2275,30,Veracruz,Ver.,177,TLACOLULAN
2276,30,Veracruz,Ver.,178,TLACOTALPAN
2277,30,Veracruz,Ver.,179,TLACOTEPEC DE MEJIA
2278,30,Veracruz,Ver.,180,TLACHICHILCO
2279,30,Veracruz,Ver.,181,TLALIXCOYAN
2280,30,Veracruz,Ver.,182,TLALNELHUAYOCAN
2281,30,Veracruz,Ver.,183,TLAPACOYAN
2282,30,Veracruz,Ver.,184,TLAQUILPA
2283,30,Veracruz,Ver.,185,TLILAPAN
2284,30,Veracruz,Ver.,186,TOMATLAN
2285,30,Veracruz,Ver.,187,TONAYAN
2286,30,Veracruz,Ver.,188,TOTUTLA
2287,30,Veracruz,Ver.,189,TUXPAN
2288,30,Veracruz,Ver.,190,TUXTILLA
2289,30,Veracruz,Ver.,191,URSULO GALVAN
2290,30,Veracruz,Ver.,192,VEGA DE ALATORRE
2291,30,Veracruz,Ver.,193,VERACRUZ
2292,30,Veracruz,Ver.,194,VILLA ALDAMA
2293,30,Veracruz,Ver.,195,XOXOCOTLA
2294,30,Veracruz,Ver.,196,YANGA
2295,30,Veracruz,Ver.,197,YECUATLA
2296,30,Veracruz,Ver.,198,ZACUALPAN
2297,30,Veracruz,Ver.,199,ZARAGOZA
2298,30,Veracruz,Ver.,200,ZENTLA
2299,30,Veracruz,Ver.,201,ZONGOLICA
2300,30,Veracruz,Ver.,202,ZONTECOMATLAN DE LOPEZ Y FUENTES
2301,30,Veracruz,Ver.,203,ZOZOCOLCO DE HIDALGO
2302,30,Veracruz,Ver.,204,AGUA DULCE
2303,30,Veracruz,Ver.,205,EL HIGO
2304,30,Veracruz,Ver.,206,NANCHITAL DE LAZARO CARDENAS DEL RIO
2305,30,Veracruz,Ver.,207,TRES VALLES
2306,30,Veracruz,Ver.,208,CARLOS A. CARRILLO
2307,30,Veracruz,Ver.,209,TATAHUICAPAN DE JUAREZ
2308,30,Veracruz,Ver.,210,UXPANAPA
2309,30,Veracruz,Ver.,211,SAN RAFAEL
2310,30,Veracruz,Ver.,212,SANTIAGO SOCHIAPAN
2311,31,Yucatan,Yuc.,1,ABALA
2312,31,Yucatan,Yuc.,2,ACANCEH
2313,31,Yucatan,Yuc.,3,AKIL
2314,31,Yucatan,Yuc.,4,BACA
2315,31,Yucatan,Yuc.,5,BOKOBA
2316,31,Yucatan,Yuc.,6,BUCTZOTZ
2317,31,Yucatan,Yuc.,7,CACALCHEN
2318,31,Yucatan,Yuc.,8,CALOTMUL
2319,31,Yucatan,Yuc.,9,CANSAHCAB
2320,31,Yucatan,Yuc.,10,CANTAMAYEC
2321,31,Yucatan,Yuc.,11,CELESTUN
2322,31,Yucatan,Yuc.,12,CENOTILLO
2323,31,Yucatan,Yuc.,13,CONKAL
2324,31,Yucatan,Yuc.,14,CUNCUNUL
2325,31,Yucatan,Yuc.,15,CUZAMA
2326,31,Yucatan,Yuc.,16,CHACSINKIN
2327,31,Yucatan,Yuc.,17,CHANKOM
2328,31,Yucatan,Yuc.,18,CHAPAB
2329,31,Yucatan,Yuc.,19,CHEMAX
2330,31,Yucatan,Yuc.,20,CHICXULUB PUEBLO
2331,31,Yucatan,Yuc.,21,CHICHIMILA
2332,31,Yucatan,Yuc.,22,CHIKINDZONOT
2333,31,Yucatan,Yuc.,23,CHOCHOLA
2334,31,Yucatan,Yuc.,24,CHUMAYEL
2335,31,Yucatan,Yuc.,25,DZAN
2336,31,Yucatan,Yuc.,26,DZEMUL
2337,31,Yucatan,Yuc.,27,DZIDZANTUN
2338,31,Yucatan,Yuc.,28,DZILAM DE BRAVO
2339,31,Yucatan,Yuc.,29,DZILAM GONZALEZ
2340,31,Yucatan,Yuc.,30,DZITAS
2341,31,Yucatan,Yuc.,31,DZONCAUICH
2342,31,Yucatan,Yuc.,32,ESPITA
2343,31,Yucatan,Yuc.,33,HALACHO
2344,31,Yucatan,Yuc.,34,HOCABA
2345,31,Yucatan,Yuc.,35,HOCTUN
2346,31,Yucatan,Yuc.,36,HOMUN
2347,31,Yucatan,Yuc.,37,HUHI
2348,31,Yucatan,Yuc.,38,HUNUCMA
2349,31,Yucatan,Yuc.,39,IXIL
2350,31,Yucatan,Yuc.,40,IZAMAL
2351,31,Yucatan,Yuc.,41,KANASIN
2352,31,Yucatan,Yuc.,42,KANTUNIL
2353,31,Yucatan,Yuc.,43,KAUA
2354,31,Yucatan,Yuc.,44,KINCHIL
2355,31,Yucatan,Yuc.,45,KOPOMA
2356,31,Yucatan,Yuc.,46,MAMA
2357,31,Yucatan,Yuc.,47,MANI
2358,31,Yucatan,Yuc.,48,MAXCANU
2359,31,Yucatan,Yuc.,49,MAYAPAN
2360,31,Yucatan,Yuc.,50,MERIDA
2361,31,Yucatan,Yuc.,51,MOCOCHA
2362,31,Yucatan,Yuc.,52,MOTUL
2363,31,Yucatan,Yuc.,53,MUNA
2364,31,Yucatan,Yuc.,54,MUXUPIP
2365,31,Yucatan,Yuc.,55,OPICHEN
2366,31,Yucatan,Yuc.,56,OXKUTZCAB
2367,31,Yucatan,Yuc.,57,PANABA
2368,31,Yucatan,Yuc.,58,PETO
2369,31,Yucatan,Yuc.,59,PROGRESO
2370,31,Yucatan,Yuc.,60,QUINTANA ROO
2371,31,Yucatan,Yuc.,61,RIO LAGARTOS
2372,31,Yucatan,Yuc.,62,SACALUM
2373,31,Yucatan,Yuc.,63,SAMAHIL
2374,31,Yucatan,Yuc.,64,SANAHCAT
2375,31,Yucatan,Yuc.,65,SAN FELIPE
2376,31,Yucatan,Yuc.,66,SANTA ELENA
2377,31,Yucatan,Yuc.,67,SEYE
2378,31,Yucatan,Yuc.,68,SINANCHE
2379,31,Yucatan,Yuc.,69,SOTUTA
2380,31,Yucatan,Yuc.,70,SUCILA
2381,31,Yucatan,Yuc.,71,SUDZAL
2382,31,Yucatan,Yuc.,72,SUMA
2383,31,Yucatan,Yuc.,73,TAHDZIU
2384,31,Yucatan,Yuc.,74,TAHMEK
2385,31,Yucatan,Yuc.,75,TEABO
2386,31,Yucatan,Yuc.,76,TECOH
2387,31,Yucatan,Yuc.,77,TEKAL DE VENEGAS
2388,31,Yucatan,Yuc.,78,TEKANTO
2389,31,Yucatan,Yuc.,79,TEKAX
2390,31,Yucatan,Yuc.,80,TEKIT
2391,31,Yucatan,Yuc.,81,TEKOM
2392,31,Yucatan,Yuc.,82,TELCHAC PUEBLO
2393,31,Yucatan,Yuc.,83,TELCHAC PUERTO
2394,31,Yucatan,Yuc.,84,TEMAX
2395,31,Yucatan,Yuc.,85,TEMOZON
2396,31,Yucatan,Yuc.,86,TEPAKAN
2397,31,Yucatan,Yuc.,87,TETIZ
2398,31,Yucatan,Yuc.,88,TEYA
2399,31,Yucatan,Yuc.,89,TICUL
2400,31,Yucatan,Yuc.,90,TIMUCUY
2401,31,Yucatan,Yuc.,91,TINUM
2402,31,Yucatan,Yuc.,92,TIXCACALCUPUL
2403,31,Yucatan,Yuc.,93,TIXKOKOB
2404,31,Yucatan,Yuc.,94,TIXMEHUAC
2405,31,Yucatan,Yuc.,95,TIXPEHUAL
2406,31,Yucatan,Yuc.,96,TIZIMIN
2407,31,Yucatan,Yuc.,97,TUNKAS
2408,31,Yucatan,Yuc.,98,TZUCACAB
2409,31,Yucatan,Yuc.,99,UAYMA
2410,31,Yucatan,Yuc.,100,UCU
2411,31,Yucatan,Yuc.,101,UMAN
2412,31,Yucatan,Yuc.,102,VALLADOLID
2413,31,Yucatan,Yuc.,103,XOCCHEL
2414,31,Yucatan,Yuc.,104,YAXCABA
2415,31,Yucatan,Yuc.,105,YAXKUKUL
2416,31,Yucatan,Yuc.,106,YOBAIN
2417,32,Zacatecas,Zac.,1,APOZOL
2418,32,Zacatecas,Zac.,2,APULCO
2419,32,Zacatecas,Zac.,3,ATOLINGA
2420,32,Zacatecas,Zac.,4,BENITO JUAREZ
2421,32,Zacatecas,Zac.,5,CALERA
2422,32,Zacatecas,Zac.,6,CAÑITAS DE FELIPE PESCADOR
2423,32,Zacatecas,Zac.,7,CONCEPCION DEL ORO
2424,32,Zacatecas,Zac.,8,CUAUHTEMOC
2425,32,Zacatecas,Zac.,9,CHALCHIHUITES
2426,32,Zacatecas,Zac.,10,FRESNILLO
2427,32,Zacatecas,Zac.,11,TRINIDAD GARCIA DE LA CADENA
2428,32,Zacatecas,Zac.,12,GENARO CODINA
2429,32,Zacatecas,Zac.,13,GENERAL ENRIQUE ESTRADA
2430,32,Zacatecas,Zac.,14,GENERAL FRANCISCO R. MURGUIA
2431,32,Zacatecas,Zac.,15,EL PLATEADO DE JOAQUIN AMARO
2432,32,Zacatecas,Zac.,16,GENERAL PANFILO NATERA
2433,32,Zacatecas,Zac.,17,GUADALUPE
2434,32,Zacatecas,Zac.,18,HUANUSCO
2435,32,Zacatecas,Zac.,19,JALPA
2436,32,Zacatecas,Zac.,20,JEREZ
2437,32,Zacatecas,Zac.,21,JIMENEZ DEL TEUL
2438,32,Zacatecas,Zac.,22,JUAN ALDAMA
2439,32,Zacatecas,Zac.,23,JUCHIPILA
2440,32,Zacatecas,Zac.,24,LORETO
2441,32,Zacatecas,Zac.,25,LUIS MOYA
2442,32,Zacatecas,Zac.,26,MAZAPIL
2443,32,Zacatecas,Zac.,27,MELCHOR OCAMPO
2444,32,Zacatecas,Zac.,28,MEZQUITAL DEL ORO
2445,32,Zacatecas,Zac.,29,MIGUEL AUZA
2446,32,Zacatecas,Zac.,30,MOMAX
2447,32,Zacatecas,Zac.,31,MONTE ESCOBEDO
2448,32,Zacatecas,Zac.,32,MORELOS
2449,32,Zacatecas,Zac.,33,MOYAHUA DE ESTRADA
2450,32,Zacatecas,Zac.,34,NOCHISTLAN DE MEJIA
2451,32,Zacatecas,Zac.,35,NORIA DE ANGELES
2452,32,Zacatecas,Zac.,36,OJOCALIENTE
2453,32,Zacatecas,Zac.,37,PANUCO
2454,32,Zacatecas,Zac.,38,PINOS
2455,32,Zacatecas,Zac.,39,RIO GRANDE
2456,32,Zacatecas,Zac.,40,SAIN ALTO
2457,32,Zacatecas,Zac.,41,EL SALVADOR
2458,32,Zacatecas,Zac.,42,SOMBRERETE
2459,32,Zacatecas,Zac.,43,SUSTICACAN
2460,32,Zacatecas,Zac.,44,TABASCO
2461,32,Zacatecas,Zac.,45,TEPECHITLAN
2462,32,Zacatecas,Zac.,46,TEPETONGO
2463,32,Zacatecas,Zac.,47,TEUL DE GONZALEZ ORTEGA
2464,32,Zacatecas,Zac.,48,TLALTENANGO DE SANCHEZ ROMAN
2465,32,Zacatecas,Zac.,49,VALPARAISO
2466,32,Zacatecas,Zac.,50,VETAGRANDE
2467,32,Zacatecas,Zac.,51,VILLA DE COS
2468,32,Zacatecas,Zac.,52,VILLA GARCIA
2469,32,Zacatecas,Zac.,53,VILLA GONZALEZ ORTEGA
2470,32,Zacatecas,Zac.,54,VILLA HIDALGO
2471,32,Zacatecas,Zac.,55,VILLANUEVA
2472,32,Zacatecas,Zac.,56,ZACATECAS
2473,32,Zacatecas,Zac.,57,TRANCOSO
2474,32,Zacatecas,Zac.,58,SANTA MARIA DE LA PAZ
