,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN
1701,21,Puebla,Pue.,117,RAFAEL LARA GRAJALES
1702,21,Puebla,Pue.,118,LOS REYES DE JUAREZ
1703,21,Puebla,Pue.,119,SAN ANDRES CHOLULA
1704,21,Puebla,Pue.,120,SAN ANTONIO CAÑADA
1705,21,Puebla,Pue.,121,SAN DIEGO LA MESA TOCHIMILTZINGO
1706,21,Puebla,Pue.,122,SAN FELIPE TEOTLALCINGO
1707,21,Puebla,Pue.,123,SAN FELIPE TEPATLAN
1708,21,Puebla,Pue.,124,SAN GABRIEL CHILAC
1709,21,Puebla,Pue.,125,SAN GREGORIO ATZOMPA
1710,21,Puebla,Pue.,126,SAN JERONIMO TECUANIPAN
1711,21,Puebla,Pue.,127,SAN JERONIMO XAYACATLAN
1712,21,Puebla,Pue.,128,SAN JOSE CHIAPA
1713,21,Puebla,Pue.,129,SAN JOSE MIAHUATLAN
1714,21,Puebla,Pue.,130,SAN JUAN ATENCO
1715,21,Puebla,Pue.,131,SAN JUAN ATZOMPA
1716,21,Puebla,Pue.,132,SAN MARTIN TEXMELUCAN
1717,21,Puebla,Pue.,133,SAN MARTIN TOTOLTEPEC
1718,21,Puebla,Pue.,134,SAN MATIAS TLALANCALECA
1719,21,Puebla,Pue.,135,SAN MIGUEL IXITLAN
1720,21,Puebla,Pue.,136,SAN MIGUEL XOXTLA
1721,21,Puebla,Pue.,137,SAN NICOLAS BUENOS AIRES
1722,21,Puebla,Pue.,138,SAN NICOLAS DE LOS RANCHOS
1723,21,Puebla,Pue.,139,SAN PABLO ANICANO
1724,21,Puebla,Pue.,140,SAN PEDRO CHOLULA
1725,21,Puebla,Pue.,141,SAN PEDRO YELOIXTLAHUACA
1726,21,Puebla,Pue.,142,SAN SALVADOR EL SECO
1727,21,Puebla,Pue.,143,SAN SALVADOR EL VERDE
1728,21,Puebla,Pue.,144,SAN SALVADOR HUIXCOLOTLA
1729,21,Puebla,Pue.,145,SAN SEBASTIAN TLACOTEPEC
1730,21,Puebla,Pue.,146,SANTA CATARINA TLALTEMPAN
1731,21,Puebla,Pue.,147,SANTA INES AHUATEMPAN
1732,21,Puebla,Pue.,148,SANTA ISABEL CHOLULA
1733,21,Puebla,Pue.,149,SANTIAGO MIAHUATLAN
1734,21,Puebla,Pue.,150,HUEHUETLAN EL GRANDE
1735,21,Puebla,Pue.,151,SANTO TOMAS HUEYOTLIPAN
1736,21,Puebla,Pue.,152,SOLTEPEC
1737,21,Puebla,Pue.,153,TECALI DE HERRERA
1738,21,Puebla,Pue.,154,TECAMACHALCO
1739,21,Puebla,Pue.,155,TECOMATLAN
1740,21,Puebla,Pue.,156,TEHUACAN
1741,21,Puebla,Pue.,157,TEHUITZINGO
1742,21,Puebla,Pue.,158,TENAMPULCO
1743,21,Puebla,Pue.,159,TEOPANTLAN
1744,21,Puebla,Pue.,160,TEOTLALCO
1745,21,Puebla,Pue.,161,TEPANCO DE LOPEZ
1746,21,Puebla,Pue.,162,TEPANGO DE RODRIGUEZ
1747,21,Puebla,Pue.,163,TEPATLAXCO DE HIDALGO
1748,21,Puebla,Pue.,164,TEPEACA
1749,21,Puebla,Pue.,165,TEPEMAXALCO
1750,21,Puebla,Pue.,166,TEPEOJUMA
1751,21,Puebla,Pue.,167,TEPETZINTLA
1752,21,Puebla,Pue.,168,TEPEXCO
1753,21,Puebla,Pue.,169,TEPEXI DE RODRIGUEZ
1754,21,Puebla,Pue.,170,TEPEYAHUALCO
1755,21,Puebla,Pue.,171,TEPEYAHUALCO DE CUAUHTEMOC
1756,21,Puebla,Pue.,172,TETELA DE OCAMPO
1757,21,Puebla,Pue.,173,TETELES DE AVILA CASTILLO
1758,21,Puebla,Pue.,174,TEZIUTLAN
1759,21,Puebla,Pue.,175,TIANGUISMANALCO
1760,21,Puebla,Pue.,176,TILAPA
1761,21,Puebla,Pue.,177,TLACOTEPEC DE BENITO JUAREZ
1762,21,Puebla,Pue.,178,TLACUILOTEPEC
1763,21,Puebla,Pue.,179,TLACHICHUCA
1764,21,Puebla,Pue.,180,TLAHUAPAN
1765,21,Puebla,Pue.,181,TLALTENANGO
1766,21,Puebla,Pue.,182,TLANEPANTLA
1767,21,Puebla,Pue.,183,TLAOLA
1768,21,Puebla,Pue.,184,TLAPACOYA
1769,21,Puebla,Pue.,185,TLAPANALA
1770,21,Puebla,Pue.,186,TLATLAUQUITEPEC
1771,21,Puebla,Pue.,187,TLAXCO
1772,21,Puebla,Pue.,188,TOCHIMILCO
1773,21,Puebla,Pue.,189,TOCHTEPEC
1774,21,Puebla,Pue.,190,TOTOLTEPEC DE GUERRERO
1775,21,Puebla,Pue.,191,TULCINGO
1776,21,Puebla,Pue.,192,TUZAMAPAN DE GALEANA
1777,21,Puebla,Pue.,193,TZICATLACOYAN
1778,21,Puebla,Pue.,194,VENUSTIANO CARRANZA
1779,21,Puebla,Pue.,195,VICENTE GUERRERO
1780,21,Puebla,Pue.,196,XAYACATLAN DE BRAVO
1781,21,Puebla,Pue.,197,XICOTEPEC
1782,21,Puebla,Pue.,198,XICOTLAN
1783,21,Puebla,Pue.,199,XIUTETELCO
1784,21,Puebla,Pue.,200,XOCHIAPULCO
1785,21,Puebla,Pue.,201,XOCHILTEPEC
1786,21,Puebla,Pue.,202,XOCHITLAN DE VICENTE SUAREZ
1787,21,Puebla,Pue.,203,XOCHITLAN TODOS SANTOS
1788,21,Puebla,Pue.,204,YAONAHUAC
1789,21,Puebla,Pue.,205,YEHUALTEPEC
1790,21,Puebla,Pue.,206,ZACAPALA
1791,21,Puebla,Pue.,207,ZACAPOAXTLA
1792,21,Puebla,Pue.,208,ZACATLAN
1793,21,Puebla,Pue.,209,ZAPOTITLAN
1794,21,Puebla,Pue.,210,ZAPOTITLAN DE MENDEZ
1795,21,Puebla,Pue.,211,ZARAGOZA
1796,21,Puebla,Pue.,212,ZAUTLA
1797,21,Puebla,Pue.,213,ZIHUATEUTLA
1798,21,Puebla,Pue.,214,ZINACATEPEC
1799,21,Puebla,Pue.,215,ZONGOZOTLA
1800,21,Puebla,Pue.,216,ZOQUIAPAN
1801,21,Puebla,Pue.,217,ZOQUITLAN
1802,22,Queretaro,Qro.,1,AMEALCO DE BONFIL
1803,22,Queretaro,Qro.,2,PINAL DE AMOLES
1804,22,Queretaro,Qro.,3,ARROYO SECO
1805,22,Queretaro,Qro.,4,CADEREYTA DE MONTES
1806,22,Queretaro,Qro.,5,COLON
1807,22,Queretaro,Qro.,6,CORREGIDORA
1808,22,Queretaro,Qro.,7,EZEQUIEL MONTES
1809,22,Queretaro,Qro.,8,HUIMILPAN
1810,22,Queretaro,Qro.,9,JALPAN DE SERRA
1811,22,Queretaro,Qro.,10,LANDA DE MATAMOROS
1812,22,Queretaro,Qro.,11,EL MARQUES
1813,22,Queretaro,Qro.,12,PEDRO ESCOBEDO
1814,22,Queretaro,Qro.,13,PEÑAMILLER
1815,22,Queretaro,Qro.,14,QUERETARO
1816,22,Queretaro,Qro.,15,SAN JOAQUIN
1817,22,Queretaro,Qro.,16,SAN JUAN DEL RIO
1818,22,Queretaro,Qro.,17,TEQUISQUIAPAN
1819,22,Queretaro,Qro.,18,TOLIMAN
1820,23,Quintana Roo,Q. Roo,1,COZUMEL
1821,23,Quintana Roo,Q. Roo,2,FELIPE CARRILLO PUERTO
1822,23,Quintana Roo,Q. Roo,3,ISLA MUJERES
1823,23,Quintana Roo,Q. Roo,4,OTHON P. BLANCO
1824,23,Quintana Roo,Q. Roo,5,BENITO JUAREZ
1825,23,Quintana Roo,Q. Roo,6,JOSE MARIA MORELOS
1826,23,Quintana Roo,Q. Roo,7,LAZARO CARDENAS
1827,23,Quintana Roo,Q. Roo,8,SOLIDARIDAD
1828,23,Quintana Roo,Q. Roo,9,TULUM
1829,23,Quintana Roo,Q. Roo,10,BACALAR
1830,23,Quintana Roo,Q. Roo,11,PUERTO MORELOS
1831,24,San Luis Potosi,SLP,1,AHUALULCO DEL SONIDO 13
1832,24,San Luis Potosi,SLP,2,ALAQUINES
1833,24,San Luis Potosi,SLP,3,AQUISMON
1834,24,San Luis Potosi,SLP,4,ARMADILLO DE LOS INFANTE
1835,24,San Luis Potosi,SLP,5,CARDENAS
1836,24,San Luis Potosi,SLP,6,CATORCE
1837,24,San Luis Potosi,SLP,7,CEDRAL
1838,24,San Luis Potosi,SLP,8,CERRITOS
1839,24,San Luis Potosi,SLP,9,CERRO DE SAN PEDRO
1840,24,San Luis Potosi,SLP,10,CIUDAD DEL MAIZ
1841,24,San Luis Potosi,SLP,11,CIUDAD FERNANDEZ
1842,24,San Luis Potosi,SLP,12,TANCANHUITZ
1843,24,San Luis Potosi,SLP,13,CIUDAD VALLES
1844,24,San Luis Potosi,SLP,14,COXCATLAN
1845,24,San Luis Potosi,SLP,15,CHARCAS
1846,24,San Luis Potosi,SLP,16,EBANO
1847,24,San Luis Potosi,SLP,17,GUADALCAZAR
1848,24,San Luis Potosi,SLP,18,HUEHUETLAN
1849,24,San Luis Potosi,SLP,19,LAGUNILLAS
1850,24,San Luis Potosi,SLP,20,MATEHUALA
1851,24,San Luis Potosi,SLP,21,MEXQUITIC DE CARMONA
1852,24,San Luis Potosi,SLP,22,MOCTEZUMA
1853,24,San Luis Potosi,SLP,23,RAYON
1854,24,San Luis Potosi,SLP,24,RIOVERDE
1855,24,San Luis Potosi,SLP,25,SALINAS
1856,24,San Luis Potosi,SLP,26,SAN ANTONIO
1857,24,San Luis Potosi,SLP,27,SAN CIRO DE ACOSTA
1858,24,San Luis Potosi,SLP,28,SAN LUIS POTOSI
1859,24,San Luis Potosi,SLP,29,SAN MARTIN CHALCHICUAUTLA
1860,24,San Luis Potosi,SLP,30,SAN NICOLAS TOLENTINO
1861,24,San Luis Potosi,SLP,31,SANTA CATARINA
1862,24,San Luis Potosi,SLP,32,SANTA MARIA DEL RIO
1863,24,San Luis Potosi,SLP,33,SANTO DOMINGO
1864,24,San Luis Potosi,SLP,34,SAN VICENTE TANCUAYALAB
1865,24,San Luis Potosi,SLP,35,SOLEDAD DE GRACIANO SANCHEZ
1866,24,San Luis Potosi,SLP,36,TAMASOPO
1867,24,San Luis Potosi,SLP,37,TAMAZUNCHALE
1868,24,San Luis Potosi,SLP,38,TAMPACAN
1869,24,San Luis Potosi,SLP,39,TAMPAMOLON CORONA
1870,24,San Luis Potosi,SLP,40,TAMUIN
1871,24,San Luis Potosi,SLP,41,TANLAJAS
1872,24,San Luis Potosi,SLP,42,TANQUIAN DE ESCOBEDO
1873,24,San Luis Potosi,SLP,43,TIERRA NUEVA
1874,24,San Luis Potosi,SLP,44,VANEGAS
1875,24,San Luis Potosi,SLP,45,VENADO
1876,24,San Luis Potosi,SLP,46,VILLA DE ARRIAGA
1877,24,San Luis Potosi,SLP,47,VILLA DE GUADALUPE
1878,24,San Luis Potosi,SLP,48,VILLA DE LA PAZ
1879,24,San Luis Potosi,SLP,49,VILLA DE RAMOS
1880,24,San Luis Potosi,SLP,50,VILLA DE REYES
1881,24,San Luis Potosi,SLP,51,VILLA HIDALGO
1882,24,San Luis Potosi,SLP,52,VILLA JUAREZ
1883,24,San Luis Potosi,SLP,53,AXTLA DE TERRAZAS
1884,24,San Luis Potosi,SLP,54,XILITLA
1885,24,San Luis Potosi,SLP,55,ZARAGOZA
1886,24,San Luis Potosi,SLP,56,VILLA DE ARISTA
1887,24,San Luis Potosi,SLP,57,MATLAPA
1888,24,San Luis Potosi,SLP,58,EL NARANJO
1889,25,Sinaloa,Sin.,1,AHOME
1890,25,Sinaloa,Sin.,2,ANGOSTURA
1891,25,Sinaloa,Sin.,3,BADIRAGUATO
1892,25,Sinaloa,Sin.,4,CONCORDIA
1893,25,Sinaloa,Sin.,5,COSALA
1894,25,Sinaloa,Sin.,6,CULIACAN
1895,25,Sinaloa,Sin.,7,CHOIX
1896,25,Sinaloa,Sin.,8,ELOTA
1897,25,Sinaloa,Sin.,9,ESCUINAPA
1898,25,Sinaloa,Sin.,10,EL FUERTE
1899,25,Sinaloa,Sin.,11,GUASAVE
1900,25,Sinaloa,Sin.,12,MAZATLAN
1901,25,Sinaloa,Sin.,13,MOCORITO
1902,25,Sinaloa,Sin.,14,ROSARIO
1903,25,Sinaloa,Sin.,15,SALVADOR ALVARADO
1904,25,Sinaloa,Sin.,16,SAN IGNACIO
1905,25,Sinaloa,Sin.,17,SINALOA
1906,25,Sinaloa,Sin.,18,NAVOLATO
1907,26,Sonora,Son.,1,ACONCHI
1908,26,Sonora,Son.,2,AGUA PRIETA
1909,26,Sonora,Son.,3,ALAMOS
1910,26,Sonora,Son.,4,ALTAR
1911,26,Sonora,Son.,5,ARIVECHI
1912,26,Sonora,Son.,6,ARIZPE
1913,26,Sonora,Son.,7,ATIL
1914,26,Sonora,Son.,8,BACADEHUACHI
1915,26,Sonora,Son.,9,BACANORA
1916,26,Sonora,Son.,10,BACERAC
1917,26,Sonora,Son.,11,BACOACHI
1918,26,Sonora,Son.,12,BACUM
1919,26,Sonora,Son.,13,BANAMICHI
1920,26,Sonora,Son.,14,BAVIACORA
1921,26,Sonora,Son.,15,BAVISPE
1922,26,Sonora,Son.,16,BENJAMIN HILL
1923,26,Sonora,Son.,17,CABORCA
1924,26,Sonora,Son.,18,CAJEME
1925,26,Sonora,Son.,19,CANANEA
1926,26,Sonora,Son.,20,CARBO
1927,26,Sonora,Son.,21,LA COLORADA
1928,26,Sonora,Son.,22,CUCURPE
1929,26,Sonora,Son.,23,CUMPAS
1930,26,Sonora,Son.,24,DIVISADEROS
1931,26,Sonora,Son.,25,EMPALME
1932,26,Sonora,Son.,26,ETCHOJOA
1933,26,Sonora,Son.,27,FRONTERAS
1934,26,Sonora,Son.,28,GRANADOS
1935,26,Sonora,Son.,29,GUAYMAS
1936,26,Sonora,Son.,30,HERMOSILLO
1937,26,Sonora,Son.,31,HUACHINERA
1938,26,Sonora,Son.,32,HUASABAS
1939,26,Sonora,Son.,33,HUATABAMPO
1940,26,Sonora,Son.,34,HUEPAC
1941,26,Sonora,Son.,35,IMURIS
1942,26,Sonora,Son.,36,MAGDALENA
1943,26,Sonora,Son.,37,MAZATAN
1944,26,Sonora,Son.,38,MOCTEZUMA
1945,26,Sonora,Son.,39,NACO
1946,26,Sonora,Son.,40,NACORI CHICO
1947,26,Sonora,Son.,41,NACOZARI DE GARCIA
1948,26,Sonora,Son.,42,NAVOJOA
1949,26,Sonora,Son.,43,NOGALES
1950,26,Sonora,Son.,44,ONAVAS
1951,26,Sonora,Son.,45,OPODEPE
1952,26,Sonora,Son.,46,OQUITOA
1953,26,Sonora,Son.,47,PITIQUITO
1954,26,Sonora,Son.,48,PUERTO PEÑASCO
1955,26,Sonora,Son.,49,QUIRIEGO
1956,26,Sonora,Son.,50,RAYON
1957,26,Sonora,Son.,51,ROSARIO
1958,26,Sonora,Son.,52,SAHUARIPA
1959,26,Sonora,Son.,53,SAN FELIPE DE JESUS
1960,26,Sonora,Son.,54,SAN JAVIER
1961,26,Sonora,Son.,55,SAN LUIS RIO COLORADO
1962,26,Sonora,Son.,56,SAN MIGUEL DE HORCASITAS
1963,26,Sonora,Son.,57,SAN PEDRO DE LA CUEVA
1964,26,Sonora,Son.,58,SANTA ANA
1965,26,Sonora,Son.,59,SANTA CRUZ
1966,26,Sonora,Son.,60,SARIC
1967,26,Sonora,Son.,61,SOYOPA
1968,26,Sonora,Son.,62,SUAQUI GRANDE
1969,26,Sonora,Son.,63,TEPACHE
1970,26,Sonora,Son.,64,TRINCHERAS
1971,26,Sonora,Son.,65,TUBUTAMA
1972,26,Sonora,Son.,66,URES
1973,26,Sonora,Son.,67,VILLA HIDALGO
1974,26,Sonora,Son.,68,VILLA PESQUEIRA
1975,26,Sonora,Son.,69,YECORA
1976,26,Sonora,Son.,70,GENERAL PLUTARCO ELIAS CALLES
1977,26,Sonora,Son.,71,BENITO JUAREZ
1978,26,Sonora,Son.,72,SAN IGNACIO RIO MUERTO
1979,27,Tabasco,Tab.,1,BALANCAN
1980,27,Tabasco,Tab.,2,CARDENAS
1981,27,Tabasco,Tab.,3,CENTLA
1982,27,Tabasco,Tab.,4,CENTRO
1983,27,Tabasco,Tab.,5,COMALCALCO
1984,27,Tabasco,Tab.,6,CUNDUACAN
1985,27,Tabasco,Tab.,7,EMILIANO ZAPATA
1986,27,Tabasco,Tab.,8,HUIMANGUILLO
1987,27,Tabasco,Tab.,9,JALAPA
1988,27,Tabasco,Tab.,10,JALPA DE MENDEZ
1989,27,Tabasco,Tab.,11,JONUTA
1990,27,Tabasco,Tab.,12,MACUSPANA
1991,27,Tabasco,Tab.,13,NACAJUCA
1992,27,Tabasco,Tab.,14,PARAISO
1993,27,Tabasco,Tab.,15,TACOTALPA
1994,27,Tabasco,Tab.,16,TEAPA
1995,27,Tabasco,Tab.,17,TENOSIQUE
1996,28,Tamaulipas,Tamps.,1,ABASOLO
1997,28,Tamaulipas,Tamps.,2,ALDAMA
1998,28,Tamaulipas,Tamps.,3,ALTAMIRA
1999,28,Tamaulipas,Tamps.,4,ANTIGUO MORELOS
2000,28,Tamaulipas,Tamps.,5,BURGOS
2001,28,Tamaulipas,Tamps.,6,BUSTAMANTE
2002,28,Tamaulipas,Tamps.,7,CAMARGO
2003,28,Tamaulipas,Tamps.,8,CASAS
2004,28,Tamaulipas,Tamps.,9,CIUDAD MADERO
2005,28,Tamaulipas,Tamps.,10,CRUILLAS
2006,28,Tamaulipas,Tamps.,11,GOMEZ FARIAS
2007,28,Tamaulipas,Tamps.,12,GONZALEZ
2008,28,Tamaulipas,Tamps.,13,GÜEMEZ
2009,28,Tamaulipas,Tamps.,14,GUERRERO
2010,28,Tamaulipas,Tamps.,15,GUSTAVO DIAZ ORDAZ
2011,28,Tamaulipas,Tamps.,16,HIDALGO
2012,28,Tamaulipas,Tamps.,17,JAUMAVE
2013,28,Tamaulipas,Tamps.,18,JIMENEZ
2014,28,Tamaulipas,Tamps.,19,LLERA
2015,28,Tamaulipas,Tamps.,20,MAINERO
2016,28,Tamaulipas,Tamps.,21,EL MANTE
2017,28,Tamaulipas,Tamps.,22,MATAMOROS
2018,28,Tamaulipas,Tamps.,23,MENDEZ
2019,28,Tamaulipas,Tamps.,24,MIER
2020,28,Tamaulipas,Tamps.,25,MIGUEL ALEMAN
2021,28,Tamaulipas,Tamps.,26,MIQUIHUANA
2022,28,Tamaulipas,Tamps.,27,NUEVO LAREDO
2023,28,Tamaulipas,Tamps.,28,NUEVO MORELOS
2024,28,Tamaulipas,Tamps.,29,OCAMPO
2025,28,Tamaulipas,Tamps.,30,PADILLA
2026,28,Tamaulipas,Tamps.,31,PALMILLAS
2027,28,Tamaulipas,Tamps.,32,REYNOSA
2028,28,Tamaulipas,Tamps.,33,RIO BRAVO
2029,28,Tamaulipas,Tamps.,34,SAN CARLOS
2030,28,Tamaulipas,Tamps.,35,SAN FERNANDO
2031,28,Tamaulipas,Tamps.,36,SAN NICOLAS
2032,28,Tamaulipas,Tamps.,37,SOTO LA MARINA
2033,28,Tamaulipas,Tamps.,38,TAMPICO
2034,28,Tamaulipas,Tamps.,39,TULA
2035,28,Tamaulipas,Tamps.,40,VALLE HERMOSO
2036,28,Tamaulipas,Tamps.,41,VICTORIA
2037,28,Tamaulipas,Tamps.,42,VILLAGRAN
2038,28,Tamaulipas,Tamps.,43,XICOTENCATL
2039,29,Tlaxcala,Tlax.,1,AMAXAC DE GUERRERO
2040,29,Tlaxcala,Tlax.,2,APETATITLAN DE ANTONIO CARVAJAL
2041,29,Tlaxcala,Tlax.,3,ATLANGATEPEC
2042,29,Tlaxcala,Tlax.,4,ATLTZAYANCA
2043,29,Tlaxcala,Tlax.,5,APIZACO
2044,29,Tlaxcala,Tlax.,6,CALPULALPAN
2045,29,Tlaxcala,Tlax.,7,EL CARMEN TEQUEXQUITLA
2046,29,Tlaxcala,Tlax.,8,CUAPIAXTLA
2047,29,Tlaxcala,Tlax.,9,CUAXOMULCO
2048,29,Tlaxcala,Tlax.,10,CHIAUTEMPAN
2049,29,Tlaxcala,Tlax.,11,MUÑOZ DE DOMINGO ARENAS
2050,29,Tlaxcala,Tlax.,12,ESPAÑITA
2051,29,Tlaxcala,Tlax.,13,HUAMANTLA
2052,29,Tlaxcala,Tlax.,14,HUEYOTLIPAN
2053,29,Tlaxcala,Tlax.,15,IXTACUIXTLA DE MARIANO MATAMOROS
2054,29,Tlaxcala,Tlax.,16,IXTENCO
2055,29,Tlaxcala,Tlax.,17,MAZATECOCHCO DE JOSE MARIA MORELOS
2056,29,Tlaxcala,Tlax.,18,CONTLA DE JUAN CUAMATZI
2057,29,Tlaxcala,Tlax.,19,TEPETITLA DE LARDIZABAL
2058,29,Tlaxcala,Tlax.,20,SANCTORUM DE LAZARO CARDENAS
2059,29,Tlaxcala,Tlax.,21,NANACAMILPA DE MARIANO ARISTA
2060,29,Tlaxcala,Tlax.,22,ACUAMANALA DE MIGUEL HIDALGO
2061,29,Tlaxcala,Tlax.,23,NATIVITAS
2062,29,Tlaxcala,Tlax.,24,PANOTLA
2063,29,Tlaxcala,Tlax.,25,SAN PABLO DEL MONTE
2064,29,Tlaxcala,Tlax.,26,SANTA CRUZ TLAXCALA
2065,29,Tlaxcala,Tlax.,27,TENANCINGO
2066,29,Tlaxcala,Tlax.,28,TEOLOCHOLCO
2067,29,Tlaxcala,Tlax.,29,TEPEYANCO
2068,29,Tlaxcala,Tlax.,30,TERRENATE
2069,29,Tlaxcala,Tlax.,31,TETLA DE LA SOLIDARIDAD
2070,29,Tlaxcala,Tlax.,32,TETLATLAHUCA
2071,29,Tlaxcala,Tlax.,33,TLAXCALA
2072,29,Tlaxcala,Tlax.,34,TLAXCO
2073,29,Tlaxcala,Tlax.,35,TOCATLAN
2074,29,Tlaxcala,Tlax.,36,TOTOLAC
2075,29,Tlaxcala,Tlax.,37,ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS
2076,29,Tlaxcala,Tlax.,38,TZOMPANTEPEC
2077,29,Tlaxcala,Tlax.,39,XALOZTOC
2078,29,Tlaxcala,Tlax.,40,XALTOCAN
2079,29,Tlaxcala,Tlax.,41,PAPALOTLA DE XICOHTENCATL
2080,29,Tlaxcala,Tlax.,42,XICOHTZINCO
2081,29,Tlaxcala,Tlax.,43,YAUHQUEMEHCAN
2082,29,Tlaxcala,Tlax.,44,ZACATELCO
2083,29,Tlaxcala,Tlax.,45,BENITO JUAREZ
2084,29,Tlaxcala,Tlax.,46,EMILIANO ZAPATA
2085,29,Tlaxcala,Tlax.,47,LAZARO CARDENAS
2086,29,Tlaxcala,Tlax.,48,LA MAGDALENA TLALTELULCO
2087,29,Tlaxcala,Tlax.,49,SAN DAMIAN TEXOLOC
2088,29,Tlaxcala,Tlax.,50,SAN FRANCISCO TETLANOHCAN
2089,29,Tlaxcala,Tlax.,51,SAN JERONIMO ZACUALPAN
2090,29,Tlaxcala,Tlax.,52,SAN JOSE TEACALCO
2091,29,Tlaxcala,Tlax.,53,SAN JUAN HUACTZINCO
2092,29,Tlaxcala,Tlax.,54,SAN LORENZO AXOCOMANITLA
2093,29,Tlaxcala,Tlax.,55,SAN LUCAS TECOPILCO
2094,29,Tlaxcala,Tlax.,56,SANTA ANA NOPALUCAN
2095,29,Tlaxcala,Tlax.,57,SANTA APOLONIA TEACALCO
2096,29,Tlaxcala,Tlax.,58,SANTA CATARINA AYOMETLA
2097,29,Tlaxcala,Tlax.,59,SANTA CRUZ QUILEHTLA
2098,29,Tlaxcala,Tlax.,60,SANTA ISABEL XILOXOXTLA
2099,30,Veracruz,Ver.,1,ACAJETE
2100,30,Veracruz,Ver.,2,ACATLAN
2101,30,Veracruz,Ver.,3,ACAYUCAN
2102,30,Veracruz,Ver.,4,ACTOPAN
2103,30,Veracruz,Ver.,5,ACULA
2104,30,Veracruz,Ver.,6,ACULTZINGO
2105,30,Veracruz,Ver.,7,CAMARON DE TEJEDA
2106,30,Veracruz,Ver.,8,ALPATLAHUAC
2107,30,Veracruz,Ver.,9,ALTO LUCERO DE GUTIERREZ BARRIOS
2108,30,Veracruz,Ver.,10,ALTOTONGA
2109,30,Veracruz,Ver.,11,ALVARADO
2110,30,Veracruz,Ver.,12,AMATITLAN
2111,30,Veracruz,Ver.,13,NARANJOS AMATLAN
2112,30,Veracruz,Ver.,14,AMATLAN DE LOS REYES
2113,30,Veracruz,Ver.,15,ANGEL R. CABADA
2114,30,Veracruz,Ver.,16,LA ANTIGUA
2115,30,Veracruz,Ver.,17,APAZAPAN
2116,30,Veracruz,Ver.,18,AQUILA
2117,30,Veracruz,Ver.,19,ASTACINGA
2118,30,Veracruz,Ver.,20,ATLAHUILCO
2119,30,Veracruz,Ver.,21,ATOYAC
2120,30,Veracruz,Ver.,22,ATZACAN
2121,30,Veracruz,Ver.,23,ATZALAN
2122,30,Veracruz,Ver.,24,TLALTETELA
2123,30,Veracruz,Ver.,25,AYAHUALULCO
2124,30,Veracruz,Ver.,26,BANDERILLA
2125,30,Veracruz,Ver.,27,BENITO JUAREZ
2126,30,Veracruz,Ver.,28,BOCA DEL RIO
2127,30,Veracruz,Ver.,29,CALCAHUALCO
2128,30,Veracruz,Ver.,30,CAMERINO Z. MENDOZA
2129,30,Veracruz,Ver.,31,CARRILLO PUERTO
2130,30,Veracruz,Ver.,32,CATEMACO
2131,30,Veracruz,Ver.,33,CAZONES DE HERRERA
2132,30,Veracruz,Ver.,34,CERRO AZUL
2133,30,Veracruz,Ver.,35,CITLALTEPETL
2134,30,Veracruz,Ver.,36,COACOATZINTLA
2135,30,Veracruz,Ver.,37,COAHUITLAN
2136,30,Veracruz,Ver.,38,COATEPEC
2137,30,Veracruz,Ver.,39,COATZACOALCOS
2138,30,Veracruz,Ver.,40,COATZINTLA
2139,30,Veracruz,Ver.,41,COETZALA
2140,30,Veracruz,Ver.,42,COLIPA
2141,30,Veracruz,Ver.,43,COMAPA
2142,30,Veracruz,Ver.,44,CORDOBA
2143,30,Veracruz,Ver.,45,COSAMALOAPAN DE CARPIO
2144,30,Veracruz,Ver.,46,COSAUTLAN DE CARVAJAL
2145,30,Veracruz,Ver.,47,COSCOMATEPEC
2146,30,Veracruz,Ver.,48,COSOLEACAQUE
2147,30,Veracruz,Ver.,49,COTAXTLA
2148,30,Veracruz,Ver.,50,COXQUIHUI
2149,30,Veracruz,Ver.,51,COYUTLA
2150,30,Veracruz,Ver.,52,CUICHAPA
2151,30,Veracruz,Ver.,53,CUITLAHUAC
2152,30,Veracruz,Ver.,54,CHACALTIANGUIS
2153,30,Veracruz,Ver.,55,CHALMA
2154,30,Veracruz,Ver.,56,CHICONAMEL
2155,30,Veracruz,Ver.,57,CHICONQUIACO
2156,30,Veracruz,Ver.,58,CHICONTEPEC
2157,30,Veracruz,Ver.,59,CHINAMECA
2158,30,Veracruz,Ver.,60,CHINAMPA DE GOROSTIZA
2159,30,Veracruz,Ver.,61,LAS CHOAPAS
2160,30,Veracruz,Ver.,62,CHOCAMAN
2161,30,Veracruz,Ver.,63,CHONTLA
2162,30,Veracruz,Ver.,64,CHUMATLAN
2163,30,Veracruz,Ver.,65,EMILIANO ZAPATA
2164,30,Veracruz,Ver.,66,ESPINAL
2165,30,Veracruz,Ver.,67,FILOMENO MATA
2166,30,Veracruz,Ver.,68,FORTIN
2167,30,Veracruz,Ver.,69,GUTIERREZ ZAMORA
2168,30,Veracruz,Ver.,70,HIDALGOTITLAN
2169,30,Veracruz,Ver.,71,HUATUSCO
2170,30,Veracruz,Ver.,72,HUAYACOCOTLA
2171,30,Veracruz,Ver.,73,HUEYAPAN DE OCAMPO
2172,30,Veracruz,Ver.,74,HUILOAPAN DE CUAUHTEMOC
